ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,key,pcode_ch,nom_fichier,pcode_fichier,prov_fichier,ch_p3_pct_max_2024_2026,asi_2024,asi_2025,asi_2026,asi_max_2024_2026,asi_raw_max_2024_2026,bio_2024,bio_2025,bio_2026,bio_min_2024_2026,bio_raw_min_2024_2026,asi_trend_pts_per_yr,bio_trend_pct_per_yr,bio_baseline_kgha,asi_unit_fao,population_ch_2026,ch_p3_pct_cur_2026,ch_p3_pct_proj_2026,ch_p3_pop_proj_2026,ch_phase_max_2024_2026,ch_n_analyses,score_ch,score_asi,score_bio,zone_saharienne,indice_secheresse,rang,categorie,indicateur_secheresse,zone_aa,notes
Tandjilé,TD16,Tandjilé Est,TD1601,tandjileest,TCD1601,Tandjilé Est,TCD1601,TANDJILÉ,28.000102146943025,18.866218423551672,25.960689230769255,47.701493371319934,47.701493371319934,33.474999999999994,93.47434022764264,102.60901089913978,100.58903875536096,93.47434022764264,89.98003153454597,-0.9811374738841409,-0.2990603568497477,3839.977315812501,Tandjile Est,462029.0,7.000000000000001,15.0,69304.34999999999,3.0,8.0,0.6000034048981008,1.0,0.1305131954471474,Non,0.5791553205933846,21,Élevé,1,Non,
Sila,TD21,Djourf Al Ahmar,TD2102,djourfalahmar,TCD2102,Djourf Al Ahmar,TCD1402,OUADDAÏ,28.000000000000004,13.43967040598281,11.059831895604267,17.735832670940013,17.735832670940013,7.4025,107.44419330028153,132.89617039308536,66.88064221709398,66.88064221709398,62.99073233247163,-0.7126436324786324,-0.4011170322565649,1452.394704146635,Ouaddai,147931.0,23.0,28.000000000000004,41420.68000000001,3.0,8.0,0.6000000000000001,0.4433958167735003,0.6623871556581205,Non,0.5717348917294862,22,Élevé,1,Oui,P-code fichier HNRP (TCD1402) ≠ COD (TCD2102)
Logone Oriental,TD09,La Nya Pendé,TD0905,nyapende,TCD0905,Nya pendé,TCD0905,LOGONE ORIENTAL,26.0,33.16706030389363,50.356829572649566,60.55726550807214,60.55726550807214,59.50533333333333,92.96960072786516,105.02029258516772,105.96875595580076,92.96960072786516,88.05402367083674,-0.0725470465337132,-0.4229836005355776,7426.655756134616,Logone Oriental,196127.0,10.0,13.0,25496.51,3.0,8.0,0.5333333333333333,1.0,0.1406079854426966,Non,0.5555157289661423,23,Élevé,1,Non,Orthographe fichier HNRP : Nya pendé
Mandoul,TD10,Barh-Sara,TD1002,barhsara,TCD1002,Barh Sara,TCD1002,MANDOUL,26.0,25.031200854700856,31.914710256410252,34.437775213675216,34.437775213675216,33.82944444444445,87.78864881019707,104.74963524309852,103.29327061810486,87.78864881019707,84.06529050108418,-0.0419538461538461,-0.3393020268178729,6470.573034009616,Mandoul,394197.0,8.0,10.0,39419.7,3.0,8.0,0.5333333333333333,0.8609443803418804,0.2442270237960585,Non,0.5448847545747151,24,Élevé,1,Non,Orthographe fichier HNRP : Barh Sara
Ouaddaï,TD14,Abdi,TD1402,abdi,TCD1402,Abdi,TCD2102,SILA,28.999751113077625,13.43967040598281,11.059831895604267,17.735832670940013,17.735832670940013,7.4025,98.93515413612266,117.3603742818052,74.31230708428447,74.31230708428447,74.650875298094,-0.7126436324786324,0.0314208142675227,2325.69884345593,Ouaddai,193933.0,21.0,24.0,46543.92,3.0,8.0,0.6333250371025875,0.4433958167735003,0.5137538583143106,Non,0.5404749173673783,25,Élevé,1,Oui,P-code fichier HNRP (TCD2102) ≠ COD (TCD1402)
Barh-El-Gazel,TD19,Barh-El-Gazel Ouest,TD1903,barhelgazelouest,TCD1903,Barh El Gazel Ouest,TCD1903,BARH EL GAZEL,28.000131189120047,14.213792429792289,15.35089582417559,21.635999218559345,21.635999218559345,5.148000000000001,135.29515109696462,147.49766801908353,78.47680343039035,78.47680343039035,86.9303089355585,-1.1371033943833944,0.7428951667022123,1010.7482040408654,Barl El Gazal,98112.0,9.0,15.0,14716.8,3.0,8.0,0.6000043729706682,0.5408999804639836,0.430463931392193,Non,0.5314109227451203,26,Élevé,1,Oui,Orthographe fichier HNRP : Barh El Gazel Ouest
Logone Occidental,TD08,Lac Wey,TD0801,lacwey,TCD0801,Lac wey,TCD0801,LOGONE OCCIDENTAL,23.0,25.620164767331453,72.24204017094019,69.5232489078823,72.24204017094019,68.86422222222222,90.52093372313664,93.87748637873274,92.9672140700085,90.52093372313664,71.82216142627851,-0.2502087369420704,-1.56859545298719,4518.619175053686,Logone Occidental,601492.0,12.0,23.0,138343.16,3.0,8.0,0.4333333333333333,1.0,0.189581325537267,Non,0.5302077309945135,27,Élevé,1,Non,Orthographe fichier HNRP : Lac wey
Wadi Fira,TD17,Dar-Tama,TD1702,dartama,TCD1702,Dar Tama,TCD1702,WADI FIRA,21.00004284108922,11.429069088318975,12.722227948717864,14.391386809116756,14.391386809116756,1.1336666666666666,132.1675599763842,142.43808782803245,55.0301170159835,55.0301170159835,61.45376920226504,-0.914325527065527,0.8050328068118657,1241.3484930192308,Biltine,325481.0,9.0,13.0,42312.53,3.0,8.0,0.3666680947029739,0.3597846702279189,0.89939765968033,Non,0.5244219368536642,28,Élevé,1,Oui,Orthographe fichier HNRP : Dar Tama
Hadjer-Lamis,TD05,Dababa,TD0502,dababa,TCD0502,Dababa,TCD0502,HADJER LAMIS,30.99997671042519,12.81544017094026,13.999980384615284,15.981145598290762,15.981145598290762,1.2032500000000002,118.48692505627064,128.1999711574062,81.63309214926026,81.63309214926026,89.95719727778999,-1.0191652136752136,0.7032395817017714,1773.0953415400645,Daraba,414499.0,6.000000000000001,10.0,41449.899999999994,3.0,8.0,0.6999992236808397,0.399528639957269,0.3673381570147947,Non,0.510059728563955,29,Élevé,1,Non,
Logone Oriental,TD09,Kouh Ouest,TD0903,kouhouest,TCD0903,Kouh Ouest,TCD0903,LOGONE ORIENTAL,21.000634042307915,33.16706030389363,50.356829572649566,60.55726550807214,60.55726550807214,59.50533333333333,89.5669411178996,107.53587754698934,108.28980805047156,89.5669411178996,79.80147392947278,-0.0725470465337132,-0.8722385350257478,6925.752203875801,Logone Oriental,89844.0,2.0,7.000000000000001,6289.080000000001,3.0,8.0,0.3666878014102638,1.0,0.2086611776420079,Non,0.509273473856708,30,Élevé,1,Non,
Mandoul,TD10,Mandoul Occidental,TD1003,mandouloccidental,TCD1003,Mandoul Occidental,TCD1003,MANDOUL,25.000092245816653,25.031200854700856,31.914710256410252,34.437775213675216,34.437775213675216,33.82944444444445,91.56220968159025,97.44884959062531,105.91613431999956,91.56220968159025,80.16745765133805,-0.0419538461538461,-0.995585586663108,4587.531931721153,Mandoul,280696.0,9.0,11.999999999999998,33683.52,3.0,8.0,0.5000030748605551,0.8609443803418804,0.168755806368195,Non,0.5089112859572447,31,Élevé,1,Non,
Tandjilé,TD16,Tandjilé Centre,TD1603,tandjilecentre,TCD1603,Tandjilé Centre,TCD1603,TANDJILÉ,20.999885811777503,16.98812488129129,54.25482820512805,46.27553152896458,54.25482820512805,41.693333333333335,99.87772066477656,98.18868481185828,92.24231773416132,92.24231773416132,82.51371318811096,-0.9304811016144348,-0.7273649026131399,3318.908472606571,Tandjile Ouest,159687.0,5.0,14.000000000000002,22356.180000000004,3.0,8.0,0.3666628603925835,1.0,0.1551536453167733,Non,0.4932112377520654,32,Élevé,0,Non,
Logone Occidental,TD08,Dodjé,TD0802,dodje,TCD0802,Djode,TCD0802,LOGONE OCCIDENTAL,21.0,25.620164767331453,72.24204017094019,69.5232489078823,72.24204017094019,68.86422222222222,96.51286216050067,94.50285504122428,101.22617570211266,94.50285504122428,78.56450201177226,-0.2502087369420704,-1.2492942593187917,5150.115976516826,Logone Occidental,192991.0,15.0,21.0,40528.11,3.0,8.0,0.3666666666666666,1.0,0.1099428991755147,Non,0.479649536419321,33,Élevé,0,Non,Orthographe fichier HNRP : Djode
Logone Occidental,TD08,Guéni,TD0803,gueni,TCD0803,Gueni,TCD0803,LOGONE OCCIDENTAL,21.000000000000004,25.620164767331453,72.24204017094019,69.5232489078823,72.24204017094019,68.86422222222222,100.8527247440708,95.99749449942038,95.95332617712096,95.95332617712096,77.76373369001308,-0.2502087369420704,-1.30735921750926,4424.195513015224,Logone Occidental,166957.0,11.0,21.000000000000004,35060.97,3.0,8.0,0.3666666666666668,1.0,0.0809334764575805,Non,0.4709467096039409,34,Élevé,0,Non,Orthographe fichier HNRP : Gueni
Tandjilé,TD16,Tandjile Ouest,TD1602,tandjileouest,TCD1602,Tandjilé Ouest,TCD1602,TANDJILÉ,21.00000178788849,16.98812488129129,54.25482820512805,46.27553152896458,54.25482820512805,41.693333333333335,101.2107172287148,97.23938608085504,97.37277742892672,97.23938608085504,84.2341344971991,-0.9304811016144348,-0.9305612200471358,3704.3220165192306,Tandjile Ouest,579297.0,4.0,15.0,86894.55,3.0,8.0,0.3666667262629495,1.0,0.0552122783828994,Non,0.4632303740200496,35,Élevé,0,Non,Orthographe fichier HNRP : Tandjilé Ouest
Logone Oriental,TD09,La Nya,TD0904,nya,TCD0904,Nya,TCD0904,LOGONE ORIENTAL,18.000000000000004,33.16706030389363,50.356829572649566,60.55726550807214,60.55726550807214,59.50533333333333,90.76362918257657,98.9061562216964,96.97289521092468,90.76362918257657,81.27881198600682,-0.0725470465337132,-0.8360015818663059,4951.674259196314,Logone Oriental,255732.0,9.0,12.0,30687.84,2.0,8.0,0.2666666666666668,1.0,0.1847274163484687,Non,0.4620848915712073,36,Élevé,0,Non,Orthographe fichier HNRP : Nya
Hadjer-Lamis,TD05,Dagana,TD0501,dagana,TCD0501,Dagana,TCD0501,HADJER LAMIS,26.99997272454518,11.538392094017151,12.67721346153844,15.26903482905973,15.26903482905973,1.8845,119.01117241931004,141.0286566220094,80.57116361706561,80.57116361706561,91.55500343463147,-0.9230713675213672,0.9401703541419816,1548.7320393189102,Hadjer Lamis,341753.0,9.0,13.999999999999998,47845.42,3.0,8.0,0.5666657574848394,0.3817258707264933,0.3885767276586878,Non,0.4577570825094901,37,Élevé,0,Non,
Logone Oriental,TD09,Monts de Lam,TD0906,montsdelam,TCD0906,Monts de lam,TCD0906,LOGONE ORIENTAL,17.0,28.066108468053823,56.23912049069797,34.61508940126525,56.23912049069797,56.56304614367142,89.71875430166452,92.40785202100768,100.63521230763416,89.71875430166452,84.76421082387063,0.0239944928128484,-0.4417844198892963,6761.469608166666,Mont De Lam,397349.0,14.000000000000002,17.0,67549.33,2.0,8.0,0.2333333333333333,1.0,0.2056249139667096,Non,0.4550208075233462,38,Élevé,0,Non,Orthographe fichier HNRP : Monts de lam
Mandoul,TD10,Mandoul Oriental,TD1001,mandouloriental,TCD1001,Mandoul Oriental,TCD1001,MANDOUL,17.999939989428906,25.031200854700856,31.914710256410252,34.437775213675216,34.437775213675216,33.82944444444445,85.30797637170993,97.41922264690788,105.49134736637286,85.30797637170993,74.061649550176,-0.0419538461538461,-1.0546565327050403,5531.430859750001,Mandoul,464717.0,8.0,10.0,46471.7,2.0,8.0,0.2666646663142968,0.8609443803418804,0.2938404725658015,Non,0.4531013223980233,39,Élevé,0,Non,
Mayo-Kebbi Est,TD11,Mont Illi,TD1104,montilli,TCD1104,Mont Illi,TCD1104,MAYO KEBBI EST,21.0,22.36633950617284,47.56326444444452,25.64818938271609,47.56326444444452,42.91877777777778,106.90724415717176,104.42791506886913,109.7508589712988,104.42791506886913,94.65762164942235,-0.344036049382716,-0.6930382915336937,3375.525242943109,Kabia,413572.0,12.0,21.0,86850.12,3.0,8.0,0.3666666666666666,1.0,0.0,Non,0.4466666666666666,40,Élevé,0,Non,
Salamat,TD15,Aboudéia,TD1502,aboudeia,TCD1502,Aboudeia,TCD1502,SALAMAT,24.0,13.827259734093182,15.254404957265098,21.334105735992345,21.334105735992345,11.095,89.26767794531935,110.47691791199702,84.07549745490776,84.07549745490776,79.11105443247172,-0.7061452231718901,-0.4072237348833783,3369.0208978685896,Salamat,117359.0,21.000000000000004,24.0,28166.16,3.0,8.0,0.4666666666666667,0.5333526433998086,0.3184900509018448,Non,0.4422194749571627,41,Élevé,0,Non,Orthographe fichier HNRP : Aboudeia
